id,Word,Part of Speech,Level,Topic_raw
500006484,sure,020000001,021000001,Functions; People
500006485,sure,020000002,021000002,Functions; People
500006486,surely,020000002,021000003,Functions
500006487,surf,020000003,021000001,The natural world
500006488,surf,020000004,021000002,Communication; Sport
500006489,surface,020000003,021000003,Appearance; Travel
500006490,surfing,020000003,021000002,Communication; Culture; Sport
500006491,surge,020000003,021000004,Notions
500006492,surgeon,020000003,021000003,Health
500006493,surgery,020000003,021000003,Health
500006494,surname,020000003,021000002,People
500006495,surprise,020000003,021000001,People
500006496,surprise,020000004,021000003,People
500006497,surprised,020000001,021000002,People
500006498,surprising,020000001,021000002,People
500006499,surprisingly,020000002,021000003,Notions
500006500,surrender,020000004,021000004,Politics and society
500006501,surround,020000004,021000003,Politics and society
500006502,surrounding,020000001,021000003,Time and space
500006503,surroundings,020000003,021000004,Time and space
500006504,surveillance,020000003,021000004,Politics and society
500006505,survey,020000003,021000001,Functions; Homes and buildings; Science and technology
500006506,survival,020000003,021000003,Politics and society
500006507,survive,020000004,021000002,Time and space
500006508,survivor,020000003,021000003,People; Politics and society
500006509,suspect,020000003,021000003,Politics and society
500006510,suspect,020000004,021000004,Functions; Politics and society
500006511,suspend,020000004,021000004,People
500006512,suspicion,020000003,021000003,People
500006513,suspicious,020000001,021000004,People; Politics and society
500006514,suspiciously,020000002,021000004,Politics and society
500006515,sustain,020000004,021000004,Functions; Health
500006516,swallow,020000004,021000002,Food and drink
500006517,swan,020000003,021000004,Animals
500006518,swarm,020000003,021000003,Animals
500006519,swear,020000004,021000003,Communication
500006520,sweat,020000003,021000003,Health
500006521,sweat,020000004,021000002,Health
500006522,sweater,020000003,021000002,Appearance
500006523,sweatshirt,020000003,021000003,Appearance
500006524,sweep,020000004,021000004,Appearance; Homes and buildings
500006525,sweet,020000001,021000001,Food and drink; People
500006526,sweet,020000003,021000002,Food and drink
500006527,sweetheart,020000003,021000002,People
500006528,swell,020000004,021000003,Health
500006529,swift,020000001,021000004,Functions
500006530,swim,020000003,021000001,Animals; Sport
500006531,swim,020000004,021000001,Animals; Sport
500006532,swimmer,020000003,021000003,Sport
500006533,swimming,020000003,021000001,Sport
500006534,swimming costume,020000003,021000002,Appearance; Sport
500006535,swimming pool,020000003,021000001,Homes and buildings; Sport
500006536,swimsuit,020000003,021000002,Appearance; Sport
500006537,swing,020000003,021000004,Functions; Homes and buildings; Leisure; Sport
500006538,swing,020000004,021000004,Functions; Notions
500006539,switch,020000003,021000003,Science and technology; Travel
500006540,switch,020000004,021000003,Science and technology; Travel
500006541,swollen,020000001,021000003,Health
500006542,sword,020000003,021000003,Politics and society; Time and space
500006543,syllable,020000003,021000004,Communication
500006544,symbol,020000003,021000002,Science and technology
500006545,symbolic,020000001,021000004,Culture
500006546,sympathetic,020000001,021000004,Functions; People
500006547,sympathize/sympathise,020000004,021000004,Functions
500006548,sympathy,020000003,021000003,People
500006549,symphony,020000003,021000002,Culture
500006550,symptom,020000003,021000003,Health
500006551,syndrome,020000003,021000003,Functions; Health
500006552,synonym,020000003,021000004,People
500006553,system,020000003,021000002,Science and technology
500006554,systematic,020000001,021000003,Notions
500006555,table,020000003,021000001,Homes and buildings
500006556,table tennis,020000003,021000002,Leisure; Sport
500006557,tablecloth,020000003,021000004,Food and drink
500006558,tablespoon,020000003,021000002,Food and drink; Science and technology
500006559,tablet,020000003,021000003,Health; Science and technology
500006560,tabloid,020000001,021000004,Culture
500006561,tabloid,020000003,021000004,Culture
500006562,tack,020000004,021000004,Travel
500006563,tackle,020000004,021000004,Sport
500006564,tactile,020000001,021000004,Notions
500006565,tag,020000003,021000004,Leisure
500006566,tail,020000003,021000004,Animals; Appearance; Functions; Travel
500006567,take,020000003,021000003,Culture; Functions
500006568,take,020000004,021000001,Appearance; Functions; Notions; People; Politics and society; Sport; Travel
500006569,takeaway,020000003,021000003,Food and drink
500006570,takeoff/take-off,020000003,021000003,Time and space; Travel
500006571,tale,020000003,021000003,Culture
500006572,talent,020000003,021000002,Politics and society
500006573,talented,020000001,021000003,People
500006574,talk,020000003,021000003,Work and business
500006575,talk,020000004,021000001,Work and business
500006576,talkative,020000001,021000003,People
500006577,tall,020000001,021000001,Appearance
500006578,tame,020000001,021000004,Animals
500006579,tan,020000003,021000004,Appearance; Travel
500006580,tank,020000003,021000003,Politics and society; Sport; The natural world; Travel
500006581,tanned,020000001,021000004,Appearance
500006582,tap,020000003,021000002,Communication
500006583,tap,020000004,021000004,Communication
500006584,tape,020000003,021000002,Culture
500006585,tape,020000004,021000003,Health
500006586,target,020000003,021000002,Notions; Politics and society
500006587,task,020000003,021000002,People
500006588,taste,020000003,021000003,Food and drink; Functions
500006589,taste,020000004,021000003,Food and drink
500006590,tasteless,020000001,021000003,Food and drink
500006591,tasty,020000001,021000003,Food and drink
500006592,tatter,020000003,021000004,Appearance
500006593,tattoo,020000003,021000004,Appearance
500006594,taunt,020000003,021000004,People
500006595,tax,020000003,021000003,Leisure
500006596,taxi,020000003,021000001,Travel
500006597,tea,020000003,021000001,Food and drink
500006598,teach,020000004,021000001,People
500006599,teacher,020000003,021000001,People
500006600,teaching,020000003,021000003,People
500006601,team,020000003,021000001,Leisure; The natural world
500006602,teammate,020000003,021000003,Sport
500006603,teamwork,020000003,021000003,Sport
500006604,tear,020000003,021000002,Health
500006605,tear,020000004,021000003,Health
500006606,tease,020000003,021000003,Appearance; People
500006607,tease,020000004,021000004,Appearance; People
500006608,teaspoon,020000003,021000004,Food and drink; Science and technology
500006609,technical,020000001,021000004,Science and technology
500006610,technically,020000002,021000004,Work and business
500006611,technique,020000003,021000003,People
500006612,technological,020000001,021000003,Science and technology
500006613,technology,020000003,021000001,Leisure; Science and technology
500006614,teen,020000003,021000003,People
500006615,teenage,020000001,021000002,People
500006616,teenager,020000003,021000002,People
500006617,telecommunications,020000003,021000003,Communication; Politics and society; Work and business
500006618,telegram,020000003,021000003,Communication; Work and business
500006619,telephone,020000003,021000001,Communication; Homes and buildings
500006620,telephone,020000004,021000002,Communication
500006621,telescope,020000003,021000004,Science and technology; Time and space
500006622,television,020000003,021000001,Culture; Homes and buildings
500006623,tell,020000004,021000001,Time and space
500006624,teller,020000003,021000003,People; Work and business
500006625,temper,020000003,021000003,People
500006626,temperate,020000001,021000004,The natural world
500006627,temperature,020000003,021000002,Health; The natural world
500006628,temple,020000003,021000001,Appearance; Homes and buildings; Politics and society
500006629,temporarily,020000002,021000004,Appearance
500006630,temporary,020000001,021000003,Appearance
500006631,tempt,020000004,021000003,Functions
500006632,temptation,020000003,021000004,Notions
500006633,tend,020000004,021000003,Homes and buildings
500006634,tendency,020000003,021000003,Culture
500006635,tender,020000001,021000004,Food and drink; Health; People
500006636,tenderly,020000002,021000004,Notions
500006637,tenderness,020000003,021000004,Health
500006638,tennis,020000003,021000001,Sport
500006639,tense,020000001,021000003,People
500006640,tense,020000003,021000003,Communication
500006641,tension,020000003,021000003,Culture; Politics and society
500006642,tent,020000003,021000003,Travel
500006643,term,020000003,021000003,Functions; People; Politics and society; Time and space
500006644,terminal,020000003,021000003,Homes and buildings; Science and technology; Travel
500006645,terrace,020000003,021000004,Homes and buildings; Sport; The natural world
500006646,terrible,020000001,021000001,Health; People
500006647,terribly,020000002,021000003,Notions
500006648,terrific,020000001,021000003,Notions
500006649,terrified,020000001,021000003,Notions
500006650,terrify,020000004,021000002,People
500006651,terrifying,020000001,021000004,People
500006652,territory,020000003,021000004,People
500006653,terror,020000003,021000003,People; Politics and society
500006654,terrorism,020000003,021000003,Politics and society
500006655,terrorist,020000001,021000002,Politics and society
500006656,terrorist,020000003,021000003,Politics and society
500006657,test,020000003,021000001,Health; People; Science and technology
500006658,test,020000004,021000004,Health; People; Science and technology
500006659,testify,020000004,021000004,Politics and society
500006660,testimony,020000003,021000004,Politics and society
500006661,text,020000003,021000002,Communication; Culture; People
500006662,text,020000004,021000002,Communication
500006663,text message,020000003,021000002,Communication
500006664,textbook,020000003,021000002,People
500006665,thank,020000004,021000001,Communication
500006666,thankful,020000001,021000003,People
500006667,thanks,020000003,021000001,Notions
500006668,that,020000002,021000004,Time and space
500006669,theater/theatre,020000003,021000001,Culture; Homes and buildings
500006670,theft,020000003,021000003,Politics and society
500006671,theme,020000003,021000004,Culture
500006672,then,020000002,021000001,Communication
500006673,theorist,020000003,021000004,People; Work and business
500006674,theory,020000003,021000003,Functions; Science and technology
500006675,therapist,020000003,021000004,Health
500006676,therapy,020000003,021000004,Health
500006677,there,020000002,021000001,Functions
500006678,thereafter,020000002,021000004,Time and space
500006679,therefore,020000002,021000002,Notions
500006680,thermometer,020000003,021000004,Health
500006681,thesis,020000003,021000004,Functions; People; Science and technology
500006682,thick,020000001,021000001,Appearance; Food and drink; People
500006683,thickly,020000002,021000004,Health
500006684,thickness,020000003,021000004,Appearance
500006685,thief,020000003,021000002,Politics and society
500006686,thigh,020000003,021000004,Appearance
500006687,thin,020000001,021000001,Appearance; Food and drink
500006688,thing,020000003,021000001,Communication
500006689,think,020000004,021000001,Functions
500006690,thinker,020000003,021000004,People; Work and business
500006691,third,020000001,021000002,Time and space
500006692,third person,020000003,021000004,Culture
500006693,thirdly,020000002,021000004,Notions
500006694,thirst,020000003,021000004,Food and drink; People
500006695,thirst,020000004,021000003,Food and drink; People
500006696,thirsty,020000001,021000002,Food and drink; People
500006697,thorough,020000001,021000003,Notions
500006698,thoroughly,020000002,021000004,Notions
500006699,though,020000002,021000004,Notions
500006700,thought,020000003,021000002,Science and technology
500006701,thoughtful,020000001,021000004,People
500006702,thoughtless,020000001,021000004,Politics and society
500006703,thread,020000003,021000004,Communication
500006704,threat,020000003,021000003,Politics and society
500006705,threaten,020000004,021000004,Communication
500006706,threatening,020000001,021000003,Animals
500006707,thrill,020000003,021000004,People
500006708,thrilled,020000001,021000004,People
500006709,thriller,020000003,021000003,Culture
500006710,thrilling,020000001,021000004,Leisure
500006711,throat,020000003,021000004,Appearance
500006712,through,020000002,021000003,Time and space; Travel
500006713,throw,020000003,021000001,People; Sport
500006714,throw,020000004,021000002,People; Sport
500006715,thumb,020000003,021000003,Appearance
500006716,thump,020000004,021000003,Communication
500006717,thunder,020000003,021000003,The natural world
500006718,thunderous,020000001,021000003,People
500006719,thunderstorm,020000003,021000002,The natural world
500006720,Thursday,020000003,021000001,Time and space
500006721,thus,020000002,021000003,Notions
500006722,tick,020000003,021000003,Animals
500006723,tick,020000004,021000003,Animals
500006724,ticket,020000003,021000001,Politics and society; Travel
500006725,tickle,020000004,021000004,Health
500006726,tide,020000003,021000003,Functions; The natural world; Travel
500006727,tidy,020000001,021000002,Time and space
500006728,tidy,020000004,021000002,Time and space
500006729,tie,020000003,021000002,Appearance; Culture; Leisure; People; Sport; Travel
500006730,tie,020000004,021000003,Leisure
500006731,tiger,020000003,021000001,Animals
500006732,tight,020000001,021000001,Appearance; People
500006733,tight,020000002,021000004,Appearance; People
500006734,tighten,020000004,021000003,Health
500006735,tightly,020000002,021000003,Notions
500006736,tightrope,020000003,021000004,Politics and society
500006737,tights,020000003,021000002,Appearance
500006738,tile,020000003,021000003,Homes and buildings
500006739,time,020000003,021000001,Time and space
500006740,time,020000004,021000004,Time and space
500006741,timeless,020000001,021000004,Time and space
500006742,timeliness,020000003,021000004,Politics and society
500006743,timely,020000001,021000003,Politics and society
500006744,timetable,020000003,021000002,People; Travel
500006745,timing,020000003,021000004,Science and technology
500006746,tin,020000003,021000003,Food and drink; Science and technology
500006747,tiny,020000001,021000003,Appearance
500006748,tip,020000003,021000002,Food and drink; Functions; Sport
500006749,tip,020000004,021000004,Food and drink; Notions
500006750,tiptoe,020000004,021000004,Time and space
500006751,tire,020000004,021000003,People
500006752,tired,020000001,021000001,People
500006753,tiredness,020000003,021000004,People
500006754,tiresome,020000001,021000004,Notions
500006755,tiring,020000001,021000003,Notions
500006756,tissue,020000003,021000003,Appearance; Science and technology
500006757,title,020000003,021000002,Culture; Politics and society
500006758,toast,020000003,021000002,Food and drink; Notions; Politics and society
500006759,tobacco,020000003,021000003,Politics and society
500006760,today,020000002,021000001,Time and space
500006761,today,020000003,021000001,Time and space
500006762,toe,020000003,021000002,Appearance
500006763,toenail,020000003,021000004,Appearance
500006764,together,020000002,021000001,Functions; People
500006765,toil,020000004,021000004,Work and business
500006766,toilet,020000003,021000001,Homes and buildings
500006767,tolerant,020000001,021000004,Functions; People; Politics and society
500006768,tolerate,020000004,021000004,Health
500006769,toll,020000003,021000004,Communication; The natural world; Travel
500006770,tomato,020000003,021000001,Food and drink
500006771,tomb,020000003,021000004,Homes and buildings
500006772,tomorrow,020000002,021000001,Time and space
500006773,tomorrow,020000003,021000001,Time and space
500006774,ton,020000003,021000004,Science and technology
500006775,tone,020000003,021000002,Appearance; Communication; Culture
500006776,tongue,020000003,021000003,Appearance
500006777,tonight,020000002,021000001,Time and space
500006778,tonight,020000003,021000002,Time and space
500006779,tonne,020000003,021000004,Science and technology
500006780,too,020000002,021000001,Communication
500006781,tool,020000003,021000001,Homes and buildings
500006782,tooth,020000003,021000001,Appearance
500006783,toothache,020000003,021000002,Health
500006784,toothbrush,020000003,021000002,Travel
500006785,toothpaste,020000003,021000003,Appearance
500006786,top,020000001,021000003,Appearance
500006787,top,020000003,021000001,Appearance
500006788,topic,020000003,021000001,Communication
500006789,torch,020000003,021000004,Science and technology
500006790,tornado,020000003,021000003,The natural world
500006791,tortoiseshell,020000003,021000004,Animals
500006792,torture,020000004,021000004,People; Politics and society
500006793,toss,020000004,021000003,Functions
500006794,total,020000001,021000003,Leisure; Science and technology
500006795,total,020000003,021000003,Leisure; Science and technology
500006796,totally,020000002,021000003,Notions
500006797,touch,020000003,021000001,Health
500006798,touch,020000004,021000003,Health
500006799,tough,020000001,021000004,Food and drink; Functions; People
500006800,tour,020000003,021000002,Culture; Sport; Travel
500006801,tour,020000004,021000003,Culture; Travel
500006802,tour guide,020000003,021000002,People
500006803,tourism,020000003,021000003,Travel
500006804,tourist,020000003,021000002,Travel
500006805,tournament,020000003,021000003,Sport
500006806,towel,020000003,021000001,Homes and buildings; Travel
500006807,tower,020000003,021000001,Culture; Homes and buildings; Politics and society
500006808,town,020000003,021000001,The natural world
500006809,toxic,020000001,021000004,The natural world
500006810,toy,020000003,021000001,Leisure
500006811,trace,020000003,021000003,Communication; People; Politics and society
500006812,trace,020000004,021000004,Communication; People; Politics and society
500006813,track,020000003,021000002,Culture; Leisure; Sport; Travel
500006814,track,020000004,021000004,Science and technology
500006815,tracksuit,020000003,021000003,Appearance
500006816,trade,020000003,021000002,Leisure; Politics and society
500006817,trade,020000004,021000004,Leisure; Politics and society
500006818,trader,020000003,021000004,Work and business
500006819,tradition,020000003,021000002,Politics and society
500006820,traditional,020000001,021000002,Homes and buildings
500006821,traditionally,020000002,021000003,Appearance
500006822,traffic,020000003,021000002,Travel
500006823,traffic jam,020000003,021000003,Travel
500006824,traffic light,020000003,021000002,Travel
500006825,tragedy,020000003,021000003,Culture
500006826,tragic,020000001,021000003,Culture; People
500006827,trail,020000003,021000003,Leisure
500006828,trail,020000004,021000004,Leisure
500006829,trailer,020000003,021000004,Culture; Travel
500006830,train,020000003,021000001,Travel
500006831,train,020000004,021000002,Health; People; Sport
500006832,trainee,020000003,021000004,People
500006833,trainer,020000003,021000004,Appearance; Sport
500006834,training,020000003,021000002,People; Sport
500006835,trait,020000003,021000004,Notions
500006836,traitor,020000003,021000004,Politics and society
500006837,tram,020000003,021000002,Travel
500006838,tramp,020000003,021000004,Politics and society
500006839,trample,020000003,021000004,Notions
500006840,transcript,020000003,021000004,People
500006841,transfer,020000003,021000004,Sport; Travel
500006842,transfer,020000004,021000003,Health; Sport
500006843,transform,020000004,021000003,Notions
500006844,transformation,020000003,021000003,Notions
500006845,transfusion,020000003,021000004,Health
500006846,transient,020000001,021000004,Appearance
500006847,transistor,020000003,021000004,Culture; Science and technology
500006848,transition,020000003,021000004,Sport
500006849,transitional,020000001,021000003,Politics and society
500006850,transitive,020000001,021000004,Communication
500006851,translate,020000004,021000003,Communication
500006852,translation,020000003,021000004,Culture
500006853,translator,020000003,021000004,People; Work and business
500006854,transmission,020000003,021000004,Culture
500006855,transmit,020000004,021000004,Culture
500006856,transparent,020000001,021000004,Functions
500006857,transport,020000003,021000003,Travel
500006858,transport,020000004,021000004,Travel
500006859,transportation,020000003,021000003,Work and business
500006860,trap,020000003,021000002,Sport
500006861,trash,020000003,021000003,The natural world
500006862,travel,020000003,021000002,Sport
500006863,travel,020000004,021000001,Sport
500006864,travel agent,020000003,021000003,Travel
500006865,traveler/traveller,020000003,021000002,Travel
500006866,traverse,020000003,021000004,Food and drink
500006867,tray,020000003,021000004,Food and drink
500006868,tread,020000004,021000004,Communication
500006869,treasure,020000003,021000002,People
500006870,treat,020000003,021000003,Health
500006871,treat,020000004,021000004,Health
500006872,treatment,020000003,021000003,Health
500006873,treaty,020000003,021000004,Functions; Politics and society
500006874,tree,020000003,021000001,The natural world
500006875,trek,020000003,021000004,Leisure
500006876,tremble,020000004,021000003,People
500006877,tremendous,020000001,021000003,Notions
500006878,tremendously,020000002,021000004,Notions
500006879,tremor,020000003,021000004,People; The natural world
500006880,trend,020000003,021000003,Notions
500006881,trial,020000003,021000004,Politics and society; Science and technology
500006882,triangle,020000003,021000004,Appearance; Culture
500006883,tribe,020000003,021000004,Animals; Politics and society
500006884,trick,020000003,021000002,People
500006885,trick,020000004,021000004,People
500006886,tricky,020000001,021000004,Notions
500006887,trigger,020000003,021000003,Notions
500006888,trim,020000003,021000003,Travel
500006889,trio,020000003,021000004,Culture
500006890,trip,020000003,021000001,Travel
500006891,trip,020000004,021000004,Travel
500006892,triumph,020000003,021000003,Notions
500006893,trivial,020000001,021000004,Notions
500006894,trolley,020000003,021000004,Leisure; Sport
500006895,troop,020000003,021000004,Politics and society
500006896,trophy,020000003,021000004,Sport
500006897,tropic,020000001,021000004,Health
500006898,tropical,020000001,021000003,The natural world
500006899,trouble,020000003,021000002,Health; Notions; People
500006900,trouble,020000004,021000003,Health; Notions; People
500006901,troublesome,020000001,021000004,Notions
500006902,trousers,020000003,021000001,Appearance
500006903,truck,020000003,021000001,Travel
500006904,TRUE,020000001,021000001,Functions
500006905,truly,020000002,021000002,Communication
500006906,trumpet,020000003,021000003,Culture
500006907,trunk,020000003,021000004,Animals; Appearance; The natural world; Travel
500006908,trust,020000003,021000004,People
500006909,trust,020000004,021000002,People
500006910,trustworthy,020000001,021000003,People
500006911,trusty,020000001,021000004,Appearance
500006912,truth,020000003,021000002,Functions
500006913,truthful,020000001,021000004,People
500006914,truthfulness,020000003,021000004,Notions
500006915,try,020000003,021000001,Sport
500006916,try,020000004,021000002,Politics and society
500006917,T-shirt/tee-shirt,020000003,021000001,Appearance
500006918,tub,020000003,021000004,Homes and buildings
500006919,tube,020000003,021000001,Culture; Travel
500006920,tuberculosis,020000003,021000004,Health
500006921,Tuesday,020000003,021000001,Time and space
500006922,tug,020000003,021000004,Travel
500006923,tuition,020000003,021000004,People
500006924,tulip,020000003,021000004,The natural world
500006925,tumble,020000004,021000003,Notions
500006926,tumor/tumour,020000003,021000004,Health
500006927,tuna,020000003,021000003,Animals
500006928,tune,020000003,021000002,Culture
500006929,tunnel,020000003,021000004,Travel
500006930,turbulence,020000003,021000003,Functions; Travel
500006931,turbulent,020000001,021000004,Functions
500006932,turkey,020000003,021000001,Animals; Food and drink; Notions
500006933,turn,020000003,021000001,Health; Leisure; Travel
500006934,turn,020000004,021000001,Travel
500006935,turning,020000003,021000003,Travel
500006936,turtle,020000003,021000003,Animals
500006937,tutor,020000003,021000004,People
500006938,TV,020000003,021000001,Culture
500006939,twice,020000002,021000002,Politics and society
500006940,twin,020000003,021000003,People; Travel
500006941,twinkle,020000003,021000004,People
500006942,twist,020000003,021000003,Culture; Travel
500006943,twist,020000004,021000003,Health; Science and technology
500006944,twisted,020000001,021000004,Appearance
500006945,type,020000003,021000001,Science and technology
500006946,type,020000004,021000003,Science and technology
500006947,typhoid,020000003,021000004,Health
500006948,typical,020000001,021000003,Notions
500006949,typically,020000002,021000003,Communication
500006950,tyranny,020000003,021000004,Politics and society
500006951,tyrant,020000003,021000004,Politics and society
500006952,ugly,020000001,021000001,Appearance
500006953,ultimate,020000001,021000004,Appearance
500006954,ultimately,020000002,021000004,Notions
500006955,umbrella,020000003,021000001,The natural world
500006956,unable,020000001,021000003,Time and space
500006957,unacceptable,020000001,021000004,Functions
500006958,unafraid,020000001,021000003,Functions
500006959,unashamedly,020000002,021000004,Politics and society
500006960,unattractive,020000001,021000004,Appearance
500006961,unauthorized/unauthorised,020000001,021000004,Notions
500006962,unavailable,020000001,021000004,Communication
500006963,unaware,020000001,021000004,Notions
500006964,unbearable,020000001,021000004,People
500006965,unbeatable,020000001,021000004,Notions
500006966,unbelievable,020000001,021000003,Notions
500006967,uncertain,020000001,021000002,Functions
500006968,uncertainty,020000003,021000003,Functions
500006969,unchanged,020000001,021000004,Notions
500006970,uncharacteristic,020000001,021000004,Notions
500006971,uncle,020000003,021000001,People
500006972,unclear,020000001,021000003,Functions
500006973,unclearly,020000002,021000004,Notions
500006974,uncomfortable,020000001,021000002,Appearance; People
500006975,uncomfortably,020000002,021000004,Notions
500006976,uncommon,020000001,021000004,Notions
500006977,unconcerned,020000001,021000004,People
500006978,unconscious,020000001,021000004,Health
500006979,uncontrollable,020000001,021000003,Notions
500006980,uncover,020000004,021000003,Politics and society
500006981,underage,020000001,021000003,People
500006982,underestimate,020000004,021000004,Functions
500006983,undergo,020000004,021000003,Notions
500006984,undergraduate,020000003,021000004,People
500006985,underground,020000001,021000004,Politics and society
500006986,underground,020000002,021000004,Politics and society
500006987,underline,020000003,021000001,Communication
500006988,underline,020000004,021000003,Communication
500006989,underneath,020000002,021000004,Communication
500006990,underpants,020000003,021000003,Appearance
500006991,undersea,020000001,021000004,Animals
500006992,understand,020000004,021000002,Functions
500006993,understandable,020000001,021000004,Notions
500006994,understanding,020000001,021000004,People
500006995,understanding,020000003,021000004,Functions
500006996,undertake,020000004,021000004,Functions
500006997,underwater,020000001,021000002,Food and drink
500006998,underwater,020000002,021000004,Food and drink
500006999,underwear,020000003,021000004,Appearance
500007000,undo,020000004,021000003,Notions
500007001,undoubtedly,020000002,021000004,Notions
500007002,undreamed,020000001,021000004,Notions
500007003,undress,020000004,021000003,Appearance
500007004,undressed,020000001,021000004,Appearance
500007005,unease,020000003,021000004,People
500007006,uneasily,020000002,021000004,Politics and society
500007007,uneasy,020000001,021000002,People
500007008,unemployed,020000001,021000003,Politics and society
500007009,unemployment,020000003,021000003,Politics and society
500007010,unenthusiastic,020000001,021000004,Notions
500007011,uneven,020000001,021000004,Sport
500007012,unexpected,020000001,021000003,Notions
500007013,unexpectedly,020000002,021000003,Notions
500007014,unfair,020000001,021000002,Politics and society
500007015,unfairly,020000002,021000003,Politics and society
500007016,unfamiliar,020000001,021000004,Notions
500007017,unfashionable,020000001,021000004,Appearance
500007018,unfit,020000001,021000003,Health
500007019,unfold,020000004,021000003,Politics and society
500007020,unforeseen,020000001,021000004,Notions
500007021,unforgettable,020000001,021000002,Notions
500007022,unfortunate,020000001,021000003,Communication
500007023,unfortunately,020000002,021000002,Communication
500007024,unfriendly,020000001,021000003,People
500007025,ungodly,020000001,021000004,Time and space
500007026,unhappiness,020000003,021000004,People
500007027,unhappy,020000001,021000002,People
500007028,unhealthy,020000001,021000002,Food and drink; Health
500007029,unheard,020000001,021000003,Notions
500007030,unhelpful,020000001,021000004,Leisure
500007031,uniform,020000001,021000002,Appearance; People; Politics and society
500007032,uniform,020000003,021000002,Appearance; People; Politics and society
500007033,unify,020000004,021000003,Politics and society
500007034,unimaginable,020000001,021000004,Notions
500007035,unimaginably,020000002,021000004,Notions
500007036,unimportant,020000001,021000002,Notions
500007037,uninterested,020000001,021000003,People
500007038,uninteresting,020000001,021000003,Notions
500007039,union,020000003,021000003,People
500007040,unique,020000001,021000003,Time and space
500007041,unit,020000003,021000002,Health; Homes and buildings; Science and technology
500007042,unite,020000004,021000003,Politics and society
500007043,united,020000001,021000004,Functions
500007044,universal,020000001,021000004,Politics and society
500007045,universe,020000003,021000003,Time and space
500007046,university,020000003,021000002,People
500007047,unjustly,020000002,021000004,Notions
500007048,unkind,020000001,021000004,Notions
500007049,unknown,020000001,021000002,Notions
500007050,unlike,020000001,021000002,Notions
500007051,unlikely,020000001,021000003,Functions
500007052,unlimited,020000001,021000004,Functions
500007053,unload,020000004,021000004,Travel
500007054,unlock,020000004,021000004,Communication; Science and technology
500007055,unlucky,020000001,021000003,Notions
500007056,unmistakable,020000001,021000004,Notions
500007057,unmistakably,020000002,021000004,Notions
500007058,unnatural,020000001,021000004,Animals
500007059,unnecessary,020000001,021000002,Notions
500007060,unofficial,020000001,021000004,Work and business
500007061,unpack,020000004,021000003,Travel
500007062,unpleasant,020000001,021000002,Notions
500007063,unpopular,020000001,021000004,Politics and society
500007064,unpredictable,020000001,021000003,The natural world
500007065,unrealistic,020000001,021000004,Notions
500007066,unreasonable,020000001,021000004,Notions
500007067,unrelated,020000001,021000003,Notions
500007068,unreliable,020000001,021000004,Notions
500007069,unrest,020000003,021000004,Politics and society
500007070,unsafe,020000001,021000004,Functions
500007071,unsatisfactory,020000001,021000004,Notions
500007072,unselfish,020000001,021000004,Politics and society
500007073,unstoppable,020000001,021000004,Notions
500007074,unsuccessful,020000001,021000004,Notions
500007075,unsuitable,020000001,021000004,Politics and society
500007076,unsure,020000001,021000004,Functions
500007077,untalented,020000001,021000004,Functions
500007078,unthinkably,020000002,021000004,Notions
500007079,untidy,020000001,021000003,Time and space
500007080,untie,020000004,021000004,Notions
500007081,untreated,020000001,021000004,Health
500007082,untrimmed,020000001,021000004,Notions
500007083,unusual,020000001,021000002,Notions
500007084,unusually,020000002,021000003,Communication
500007085,unusualness,020000003,021000004,Notions
500007086,unwanted,020000001,021000003,Notions
500007087,unwell,020000001,021000003,Health
500007088,unwilling,020000001,021000004,Politics and society
500007089,unwise,020000001,021000004,Notions
500007090,unworldly,020000001,021000004,Work and business
500007091,up,020000002,021000002,Homes and buildings
500007092,upbringing,020000003,021000004,People
500007093,update,020000003,021000004,Notions
500007094,update,020000004,021000003,Notions
500007095,upgrade,020000003,021000004,Science and technology
500007096,upgrade,020000004,021000004,Science and technology; Travel
500007097,uplifted,020000001,021000003,People
500007098,upload,020000004,021000003,Science and technology
500007099,upper,020000001,021000003,Health
500007100,upright,020000001,021000004,Appearance; People
500007101,upright,020000002,021000004,Appearance; People
500007102,upset,020000001,021000002,Health; People
500007103,upset,020000004,021000004,Health; People
500007104,upside down,020000001,021000004,Appearance
500007105,upside down,020000002,021000004,Appearance
500007106,upstairs,020000001,021000003,Homes and buildings
500007107,upstairs,020000002,021000002,Homes and buildings
500007108,upstairs,020000003,021000003,Homes and buildings
500007109,up-to-date,020000001,021000003,Notions
500007110,upward,020000001,021000003,Notions
500007111,urban,020000001,021000004,Homes and buildings; The natural world
500007112,urge,020000003,021000003,Functions
500007113,urge,020000004,021000004,Functions
500007114,urgent,020000001,021000003,Notions
500007115,urgently,020000002,021000004,Notions
500007116,usage,020000003,021000003,Communication
500007117,use,020000003,021000002,Science and technology
500007118,use,020000004,021000001,Science and technology
500007119,used,020000001,021000002,Travel
500007120,useful,020000001,021000002,Politics and society
500007121,useless,020000001,021000003,Functions
500007122,user,020000003,021000004,Science and technology
500007123,usher,020000004,021000004,Homes and buildings
500007124,usual,020000001,021000002,Food and drink
500007125,usually,020000002,021000001,Time and space
500007126,utility,020000003,021000004,Science and technology
500007127,utilize/utilise,020000004,021000004,Functions
500007128,utter,020000004,021000004,Notions
500007129,utterly,020000002,021000004,Notions
500007130,vacancy,020000003,021000003,Travel
500007131,vacant,020000001,021000004,Homes and buildings
