
contentsid,page_s,page_e,grade,main_unit,sub_unit,contents,vsm
6e2713a6efee97bacb63e52c54f0ada0,68,68,中学3年,図形と相似,平行線と線分の比,"61. 三角形と線分の比(補助線の利用)[改訂版 STEP演習 中学数学3 STEP B 問題61]  \n次の図において、次の比を求めなさい。  \n(1) AE : EC  \n （図中：4 cm, 7 cm, 8 cm, 6 cm）  \n(2) AF : FC  \n （図中：9 cm, 3 cm, 12 cm, 4 cm）  \n\n解答  \n(1) 4 : 3  \n(2) 9 : 4  \n\n(1)  \n点Cを通り線分DFに平行にひいた直線と線分ABとの交点をGとする。  \nCG ∥ DF であるから  \n　BG : GF = BC : CD = 4 : 3  \nよって  \n　GF = \frac{{3}}{{7}} BF = 3  \n\nFE ∥ GC であるから  \n　AE : EC = AF : FG = 4 : 3  \n\n(2)  \n点Bを通り線分DFに平行にひいた直線と線分ACとの交点をGとする。  \nBG ∥ DF であるから  \n　CG : GF = CB : BD = 1 : 3  \nよって  \n　FC = \frac{{1 + 3}}{{3}} FG = \frac{{4}}{{3}} FG  \n\nEF ∥ BG であるから  \n　AF : FG = AE : EB = 3 : 1  \nよって  \n　AF = 3 FG  \n\nしたがって  \n　AF : FC = 3 FG : \frac{{4}}{{3}} FG = 9 : 4  \n\n– 68 –",
6e2713a6efee97bacb63e52c54f0ada0,69,69,中学3年,図形と相似,平行線と線分の比,"62. 三角形と線分の比(補助線の利用)[改訂版 STEP演習 中学数学3 STEP B 問題62]  \n右の図の平行四辺形 ABCD において，  \n AE : EB = 2 : 1， BF : FC = 3 : 1  \nであり，点 G は辺 CD の中点である。線分 DE と AF，AG との交点をそれぞれ H, I とするとき，EH : ID を求めなさい。\n\n解答 7 : 9\n\n直線 AF と直線 DC の交点を J とする。  \nAB ∥ CJ であるから  \n AB : CJ = BF : FC  \n  = 3 : 1  \nよって  \n CJ = \frac{{1}}{{3}}AB  \nしたがって  \n DJ = DC + CJ = AB + \frac{{1}}{{3}}AB = \frac{{4}}{{3}}AB  \n\nまた  \n AE = \frac{{2}}{{2+1}}AB = \frac{{2}}{{3}}AB  \nAE ∥ DJ であるから  \n EH : HD = AE : DJ = \frac{{2}}{{3}}AB : \frac{{4}}{{3}}AB = 1 : 2  \nよって  \n EH = \frac{{1}}{{1+2}}ED = \frac{{1}}{{3}}ED ……①  \n\nまた，AE ∥ DG であるから  \n EI : ID = AE : DG = \frac{{2}}{{3}}AB : \frac{{1}}{{2}}AB = 4 : 3  \nよって  \n ID = \frac{{3}}{{4+3}}ED = \frac{{3}}{{7}}ED ……②  \n\n①，② より  \n EH : ID = \frac{{1}}{{3}}ED : \frac{{3}}{{7}}ED = 7 : 9  ",
6e2713a6efee97bacb63e52c54f0ada0,70,70,中学3年,図形と相似,平行線と線分の比,63. 三角形と線分の比（補助線の利用）[改訂版 STEP演習 中学数学3 STEP B 問題63]  \n右の図の△ABCにおいて、辺 BC 上に BD:DC=5:4 となる点 D をとる。  \nまた、点 E は辺 AC の中点である。  \nAD と BE の交点を F とするとき、AF:FD を求めなさい。  \n\n解答 9:5  \n\n点 D を通り線分 BE に平行にひいた直線と辺 AC との交点を G とする。  \nDG∥BE であるから  \n EG:GC = BD:DC = 5:4  \nよって  \n EG = \frac{{5}}{{5+4}} EC = \frac{{5}}{{9}} EC  \nFE∥DG であるから  \n AF:FD = AE:EG  \nAE = EC であるから  \n AF:FD = EC:\frac{{5}}{{9}} EC = 9:5,
6e2713a6efee97bacb63e52c54f0ada0,71,71,中学3年,図形と相似,相似な立体の表面積・体積,64. 立体の切断と体積［改訂版 STEP演習 中学数学3 STEP B 問題64］  \n右の図は、AD＝AE＝8 cm、AB＝12 cmである直方体の容器ABCDEFGHに、水がいっぱいに入っているものを傾けて、水面が四角形APQHとなるところまで水を流しだしたものである。点P、Qがそれぞれ辺BF、FGの中点であるとき、容器に残っている水の体積を求めなさい。  \n\n解答　224 cm³  \n\n図のように、3直線AP、EF、HQの交点をOとする。  \nPF∥AEであるから  \nOF:OE＝PF:AE＝1:2  \nOF:(OF＋12)＝1:2  \nよって  \nOF＝12  \n\nこのとき、三角錐O–AEHの体積は  \n\frac{{1}}{{3}}\times\bigl(\frac{{1}}{{2}}\times8\times8\bigr)\times(12+12)=256  \n\n三角錐O–PFQの体積は  \n\frac{{1}}{{3}}\times\bigl(\frac{{1}}{{2}}\times4\times4\bigr)\times12=32  \n\nしたがって、求める体積は  \n256−32＝224（cm³）,
6e2713a6efee97bacb63e52c54f0ada0,72,72,中学3年,図形と相似,相似な立体の表面積・体積,65. 立体の切断と体積［改訂版　STEP演習　中学数学3　STEP B　問題65］  \n右の図のような1辺の長さが6 cmの立方体 ABCDEFGH があり，点 M，N は，それぞれ辺 FG，GH の中点である。  \n3点 A，M，N を通る平面でこの立方体を切断し，2つの立体に分けるとき，点 E をふくむ方の立体の体積を求めなさい。\n\n解答 75 cm³\n\n3点 A，M，N を通る平面と辺 BF，DH との交点をそれぞれ I，J とする。  \nまた，3直線 AI，EF，NM の交点を K とし，3直線 AJ，EH，MN の交点を L とする。  \n△KMF と △NMG において  \n FM = GM  \n ∠MFK = ∠MGN  \n ∠KMF = ∠NMG  \n1組の辺とその両端の角がそれぞれ等しいから  \n △KMF ≡ △NMG  \nよって　KF = NG = 3  \n\nIF ∥ AE であるから  \n IF : AE = KF : KE = 3 : (3+6) = 1 : 3  \nしたがって　IF = 2  \n\nこのとき，三角錐 K-IFM の体積は  \n \frac{{1}}{{3}}\times\bigl(\frac{{1}}{{2}}\times2\times3\bigr)\times3=3  \n\n同様にして，三角錐 L-JHN の体積は 3  \nまた，三角錐 A-EKL の体積は  \n \frac{{1}}{{3}}\times\bigl(\frac{{1}}{{2}}\times9\times9\bigr)\times6=81  \n\nよって，求める体積は  \n 81−(3+3)=75（cm³）,
6e2713a6efee97bacb63e52c54f0ada0,73,73,中学3年,図形と相似,相似な立体の表面積・体積,"66. 空間図形と線分の比［改訂版 STEP演習 中学数学3 発展問題66］  \n正四角錐 P–ABCD において，点 E，F はそれぞれ辺 PA，PC 上の点で，  \nPE：EA＝1：2，PF：FC＝1：1  \nである．点 P から底面 ABCD にひいた垂線を PH とし，3 点 B，E，F を通る平面と PH との交点を G とすると，  \nPG：GH＝2：3  \nである．直線 AG と辺 PC の交点を I とする．このとき，PI：IC を求めなさい．  \n\n解答　1：3  \n\n点 H を通り線分 AI に平行にひいた直線と辺 PC との交点を J とする．  \nGI∥HJ であるから  \nPI：IJ＝PG：GH＝2：3  \nよって  \nPI＝\frac{{2}}{{3}}\,IJ  \nまた，AI∥HJ であるから  \nIJ：JC＝AH：HC＝1：1  \nよって  \nIC＝2\,IJ  \nしたがって  \nPI：IC＝\frac{{2}}{{3}}\,IJ：2\,IJ＝1：3",
6e2713a6efee97bacb63e52c54f0ada0,74,74,中学3年,図形と相似,相似な立体の表面積・体積,67. 空間図形と線分の比［改訂版　STEP演習　中学数学３　発展問題67］  \n立方体 ABCDEFGH において，辺 EF，FG，GH，HE の中点を，それぞれ P，Q，R，S とする．  \nこのとき，△BRS と △DPQ とが交わってできる線分の長さは，線分 PQ の長さの何倍であるか求めなさい．  \n\n解答　\displaystyle \tfrac{{2}}{{3}}倍  \n\n線分 BS と線分 DP の交点を M，線分 BR と線分 DQ の交点を N とする．  \n\n△EFH において，中点連結定理により  \n　PS∥FH，　PS=\tfrac{{1}}{{2}}FH  \n\nまた BD∥FH，BD=FH であるから  \n　PS∥BD，　PS=\tfrac{{1}}{{2}}BD  \n\nPS∥BD より  \n　DM:MP=BD:PS=2:1  \n\n同様に，QR∥FH，　QR=\tfrac{{1}}{{2}}FH であるから  \n　QR∥BD，　QR=\tfrac{{1}}{{2}}BD  \n\nQR∥BD より  \n　DN:NQ=BD:QR=2:1  \n\nよって DM:MP=DN:NQ であるから  \n　MN∥PQ  \n\nしたがって  \n　MN:PQ=DM:DP=2:3  \n\nよって，線分 MN の長さは，線分 PQ の長さの \tfrac{{2}}{{3}} 倍である。,
6e2713a6efee97bacb63e52c54f0ada0,75,75,中学3年,図形と相似,相似な立体の表面積・体積,"68. 空間図形と線分の比［改訂版　STEP演習　中学数学３　発展問題68］  \n正四角錐 P–ABCD において、辺 PB, PD の中点をそれぞれ M, N とする。3 点 A, M, N を通る平面と辺 PC との交点を Q とするとき、PQ:QC を求めなさい。  \n\n解答　1 : 2  \n\n頂点 P から底面 ABCD にひいた垂線を PG とし、線分 PG と MN の交点を H とする。  \nこのとき、G は正方形 ABCD の対角線 AC, BD の交点で、H は線分 AQ 上の点である。  \n\n△PBD において、中点連結定理により  \n\(MN \parallel BD\)  \nよって  \n\(PH : HG = PM : MB = 1 : 1\)  \n\n点 G を通り線分 AQ に平行にひいた直線と辺 PC との交点を R とする。  \n\n\(GR \parallel AQ\) であるから  \n\(CR : RQ = CG : GA = 1 : 1\)  \nしたがって  \n\(CR = RQ\) ……①  \n\n\(HQ \parallel GR\) であるから  \n\(PQ : QR = PH : HG = 1 : 1\)  \nよって  \n\(PQ = QR\) ……②  \n\n①, ② より、\(PQ = QR = RC\) であるから  \n\(PQ : QC = 1 : 2\)",
6e2713a6efee97bacb63e52c54f0ada0,76,76,中学3年,図形と相似,平行線と線分の比,"69. 平行線と線分の比［改訂版 STEP演習 中学数学3 STEP A 問題69］  \n次の図において、３直線 ℓ, m, n が平行であるとき、x の値を求めなさい。\n\n(1)  \n（図中の文字）  \nℓ, m, n  \n3 cm 4 cm  \n9 cm x cm  \n\n(2)  \n（図中の文字）  \nℓ, m, n  \n4 cm 3 cm  \nx cm 5 cm  \n\n(3)  \n（図中の文字）  \nℓ, m, n  \n4 cm  \n2 cm  \n3 cm  \n9 cm  \nx cm  \n\n解答  \n(1) x = 12  \n(2) x = \frac{{32}}{{3}}  \n(3) x = 6  \n\n(1) ℓ∥m∥n より  \n4 : x = 3 : 9  \n4×9 = x×3  \nよって  \nx = 12  \n\n(2) ℓ∥m∥n より  \n4 : (x−4) = 3 : 5  \n4×5 = (x−4)×3  \nよって  \nx = \frac{{32}}{{3}}  \n\n(3) 図のように補助線をひく。  \nℓ∥m∥n より  \n2 : (2+3) = (x−4) : 5  \n2×5 = 5×(x−4)  \nよって  \nx = 6",
6e2713a6efee97bacb63e52c54f0ada0,77,77,中学3年,図形と相似,平行線と線分の比,"70. 平行線と線分の比［改訂版 STEP演習 中学数学3 ドリル70］  \n次の図において、3直線 ℓ, m, n が平行であるとき、x の値を求めなさい。\n\n(1)  \nℓ  \n10 cm  \n12 cm  \nm  \n4 cm  \nn  \nx cm  \n\n(2)  \nℓ  \n16 cm  \nm  \n20 cm  \n24 cm  \nn  \nx cm  \n\n(3)  \nℓ  \n8 cm  \n5 cm  \nm  \n4 cm  \nx cm  \n11 cm  \nn  \n\n解答  \n(1) x = \frac{{24}}{{7}}  \n(2) x = \frac{{216}}{{5}}  \n(3) x = 9  \n\n(1) ℓ ∥ m ∥ n より  \n10 : 4 = (12 − x) : x  \n10 × x = 4 × (12 − x)  \nよって  \nx = \frac{{24}}{{7}}  \n\n(2) ℓ ∥ m ∥ n より  \n16 : 20 = (x − 24) : 24  \n16 × 24 = 20 × (x − 24)  \nよって  \nx = \frac{{216}}{{5}}  \n\n(3) 図のように補助線をひく。  \nℓ ∥ m ∥ n より  \n8 : (8 + 4) = (x − 5) : 6  \n8 × 6 = 12 × (x − 5)  \nよって  \nx = 9",
6e2713a6efee97bacb63e52c54f0ada0,78,78,中学3年,図形と相似,平行線と線分の比,71. 角の二等分線と線分の比［改訂版 STEP演習 中学数学３ STEP A 問題71］  \n次の図において、線分 AD は ∠BAC の二等分線である。このとき、x の値を求めなさい。  \n\n(1)  \n［図：AB＝10 cm，AC＝8 cm，BD＝5 cm，DC＝x cm］  \n\n(2)  \n［図：AB＝6 cm，AC＝8 cm，BC＝x cm，BD＝3 cm（ゆえに DC＝x−3 cm）］  \n\n(3)  \n［図：AB＝10 cm，BD＝5 cm，DC＝3 cm，AC＝x cm］  \n\n解答  \n(1) x＝4 (2) x＝7 (3) x＝6  \n\n(1)  \n線分 AD は ∠BAC の二等分線であるから  \n\(AB:AC = BD:DC\)  \n\(10:8 = 5:x\)  \nよって  \n\(x = 4\)  \n\n(2)  \n線分 AD は ∠BAC の二等分線であるから  \n\(AB:AC = BD:DC\)  \n\(6:8 = 3:(x - 3)\)  \nよって  \n\(x = 7\)  \n\n(3)  \n線分 AD は ∠BAC の二等分線であるから  \n\(AB:AC = BD:DC\)  \n\(10:x = 5:3\)  \nよって  \n\(x = 6\),
6e2713a6efee97bacb63e52c54f0ada0,79,79,中学3年,図形と相似,平行線と線分の比,72. 角の二等分線と線分の比［改訂版 STEP演習 中学数学3 ドリル72］  \n次の図において，線分 AD は ∠BAC の二等分線である．  \nこのとき，x の値を求めなさい．  \n\n(1)  \n(図)  \n\n(2)  \n(図)  \n\n(3)  \n(図)  \n\n解答  \n(1)  x = 6  \n(2)  x = 4  \n(3)  x = 27  \n\n(1)  \n線分 AD は ∠BAC の二等分線であるから  \n$AB : AC = BD : DC$  \n$12 : 18 = x : 9$  \nよって  \n$x = 6$  \n\n(2)  \n線分 AD は ∠BAC の二等分線であるから  \n$AB : AC = BD : DC$  \n$15 : 12 = (9 - x) : x$  \nよって  \n$x = 4$  \n\n(3)  \n線分 AD は ∠BAC の二等分線であるから  \n$AB : AC = BD : DC$  \n$24 : x = 16 : 18$  \nよって  \n$x = 27$,
6e2713a6efee97bacb63e52c54f0ada0,80,80,中学3年,図形と相似,平行線と線分の比,"73. 角の二等分線と線分の比［改訂版 STEP演習 中学数学3 STEP B 問題73］  \nAB＝6 cm, AC＝4 cm, ∠A＝90°の直角三角形ABCがある。∠Aの二等分線と辺BCの交点をDとするとき、△ADCの面積を求めなさい。  \n\n解答 \frac{{24}}{{5}}\;cm^{2}  \n\n角の二等分線と線分の比の定理により  \nBD : DC = AB : AC = 6 : 4 = 3 : 2  \n\nよって　△ABC : △ADC = (3 + 2) : 2 = 5 : 2  \n\nしたがって　△ADC = \frac{{2}}{{5}}\,△ABC  \n\n△ABC = \frac{{1}}{{2}}×6×4 = 12 であるから  \n\n△ADC = \frac{{2}}{{5}}×12 = \frac{{24}}{{5}}\;(cm^{2})",
6e2713a6efee97bacb63e52c54f0ada0,81,81,中学3年,図形と相似,平行線と線分の比,74. 角の二等分線と線分の比 [改訂版 STEP演習 中学数学3 STEP B 問題74]  \n右の図の△ABCにおいて，線分 AD，BE はそれぞれ ∠A，∠B の二等分線で，F はその交点であるとき，次の問いに答えなさい．  \n(1) 線分 BD の長さを求めなさい．  \n(2) AF : FD を求めなさい．  \n(3) △ABF : △ABC を求めなさい．  \n\n解答  \n(1) 10 cm  \n(2) 3 : 2  \n(3) 3 : 8  \n\n(1) ∠BAD = ∠CAD であるから，角の二等分線と線分の比の定理により  \nBD : DC = AB : AC = 15 : 9 = 5 : 3  \nここで，BC = 16 cm であるから  \nBD = \frac{{5}}{{5+3}} × BC = \frac{{5}}{{8}} × 16 = 10 (cm)  \n\n(2) ∠ABF = ∠DBF であるから，角の二等分線と線分の比の定理により  \nAF : FD = BA : BD = 15 : 10 = 3 : 2  \n\n(3) (2) の結果より，AF : FD = 3 : 2 であるから  \n△ABF : △ABD = 3 : (3+2) = 3 : 5  \nよって △ABD = \frac{{5}}{{3}} △ABF ……①  \nまた，BD : DC = 5 : 3 であるから  \n△ABD : △ABC = 5 : (5+3) = 5 : 8  \nよって △ABC = \frac{{8}}{{5}} △ABD ……②  \n①，② から  \n△ABC = \frac{{8}}{{5}} × \frac{{5}}{{3}} △ABF = \frac{{8}}{{3}} △ABF  \nしたがって △ABF : △ABC = 3 : 8,
6e2713a6efee97bacb63e52c54f0ada0,82,82,中学3年,図形と相似,平行線と線分の比,"75. 三角形の重心［改訂版 STEP演習 中学数学3 補充75］  \n右の図において，点Gは△ABCの重心である．また，Dは直線AGと辺BCとの交点であり，EF∥BCである．このとき，次の線分の長さを求めなさい．  \n(1) AD  \n(2) EF  \n\n解答  \n(1) 12 cm  \n(2) 8 cm  \n\n(1) Gは△ABCの重心であるから  \n\(AG:AD=2:(2+1)\)  \n\(8:AD=2:3\)  \nしたがって  \n\(AD=12\)\,cm  \n\n(2) ADは△ABCの中線であるから  \n\(BC=6\times2=12\)  \nEG∥BDより  \n\(AE:AB=AG:AD=2:3\)  \nまた，EF∥BCより  \n\(EF:BC=AE:AB=2:3\)  \n\(\displaystyle EF:12=2:3\)  \nしたがって  \n\(EF=8\)\,cm",
6e2713a6efee97bacb63e52c54f0ada0,83,83,中学3年,図形と相似,平行線と線分の比,76. 三角形の重心[改訂版 STEP演習 中学数学3 補充76]  \n右の図において，点 G は △ABC の重心であり，DC∥EF である．GC = 12 cm であるとき，線分 EF の長さを求めなさい．  \n\n解答 9 cm  \nG は △ABC の重心であるから  \n\(CG:GD = 2:1\)  \n\(12:GD = 2:1\)  \nよって  \n\(GD = 6\)  \n\nまた  \n\(AG:GF = 2:1\)  \n\nDC∥EF より，DG∥EF であるから  \n\(DG:EF = AG:AF\)  \n\(6:EF = 2:(2+1)\)  \n\nしたがって  \n\(EF = 9\;\mathrm{cm}\),
6e2713a6efee97bacb63e52c54f0ada0,84,84,中学3年,図形と相似,三角形の相似条件と証明,"77. 三角形の重心［改訂版 STEP演習 中学数学3 補充77］  \n右の図の長方形 ABCD において，M は辺 BC の中点，N は対角線 BD と直線 AM の交点，O は対角線の交点である。\(AC=18\,\mathrm{cm}\)であるとき，線分 ON の長さを求めなさい。\n\n解答　3 cm\n\n長方形の対角線の長さは等しく，それぞれの中点で交わる。  \n\(BD = AC = 18\) であるから  \n\[\nBO = 9\n\]  \n\(AM, BO\) は \(\triangle ABC\) の中線であるから，その交点 N は \(\triangle ABC\) の重心である。  \nよって  \n\[\nBO : ON = (2 + 1) : 1 = 3 : 1\n\]  \n\(BO=9\) なので  \n\[\n9 : ON = 3 : 1\n\]  \nしたがって  \n\[\nON = 3\,\mathrm{cm}\n\]",
6e2713a6efee97bacb63e52c54f0ada0,85,85,中学3年,図形と相似,三角形の相似条件と証明,"78. 縮図の利用［改訂版 STEP演習 中学数学3 STEP A 問題78］  \n右の図1のように、池をはさんだ2地点 A, B があり、この間の距離を知るために、地点 C を決め、図2のような500分の1の縮図△A′B′C′をかいた。  \n(1) 辺 A′B′ の長さを測りなさい。  \n(2) 2地点 A, B 間の距離を求めなさい。  \n\n図1  \n  A       B  \n  ＼      ／  \n   69°  \n    C  \n\n図2  \n A′—————B′  \n ＼   69° ／  \n  2.1 cm 2.3 cm  \n   C′  \n\n解答  \n(1) 2.5 cm  \n(2) 12.5 m  \n\n(1) 2.5 cm  \n(2)  \n $AB = A'B' \times 500 = 2.5 \times 500 = 1250\ (\mathrm{cm})$  \n よって、$12.5\,\mathrm{m}$  ",
6e2713a6efee97bacb63e52c54f0ada0,86,86,中学3年,図形と相似,三角形の相似条件と証明,79. 相似な三角形の利用 [改訂版 STEP演習 中学数学3 STEP A 問題79]  \n長さ1 mの棒を垂直に立てたとき、影の長さが2.5 mであった。同じ時刻に、影の長さが20 mになっている木の高さを求めなさい。\n\n解答　8 m\n\n棒や木、影を線分で表すと、次のような直角三角形で考えることができる。  \n（図：小さい直角三角形の縦辺1 m／底辺2.5 m，  \n　　　大きい直角三角形の縦辺x m／底辺20 m）\n\n木の高さを x m とすると  \n\( x : 1 = 20 : 2.5 \)  \nこれを解いて  \n\( x = 8 \)\n\n図　8 m,
6e2713a6efee97bacb63e52c54f0ada0,87,87,中学3年,図形と相似,相似の利用,80. 縮図の利用［改訂版 STEP演習 中学数学3 STEP A 問題80］  \n校舎から20 m離れた地点から、校舎の先端を見上げた角の大きさが32°であるとき、縮図をかくと、右の図のようになった。目の高さが1.6 mであるとき、校舎の高さを求めなさい。\n\n解答 14.1 m  \n実際の高さを \(h\) m とすると  \n\(20:3.2 = h:2.0\)  \n\[\nh = \frac{{20 \times 2.0}}{{3.2}} = 12.5\n\]\n目の高さが1.6 mであるから、校舎の高さは  \n\[\n12.5 + 1.6 = 14.1\ (\mathrm{m})\n\],
6e2713a6efee97bacb63e52c54f0ada0,88,88,中学3年,図形と相似,相似の利用,81. 相似な図形と面積の比の利用［改訂版 STEP演習 中学数学3 STEP A 問題81］\n\nあるピザ店では、円形のピザを売っている。Sサイズのピザの直径は15 cm、Mサイズのピザの直径は24 cm、Lサイズのピザの直径は30 cmである。ピザの値段は面積に比例する。Sサイズのピザの値段が750円であるとき、次の問いに答えなさい。  \n(1) Mサイズのピザの値段を求めなさい。  \n(2) Lサイズのピザの値段を求めなさい。  \n\n解答　(1) 1920円　(2) 3000円  \n\n(1) SサイズとMサイズのピザは相似で、その相似比は  \n\[\n15:24 = 5:8\n\]\n面積の比は  \n\[\n5^2:8^2 = 25:64\n\]\nMサイズのピザの値段を \(x\) 円とすると  \n\[\n750:x = 25:64\n\]\n\[\nx = 1920\n\]\nよって、Mサイズのピザの値段は 1920 円  \n\n(2) SサイズとLサイズのピザは相似で、その相似比は  \n\[\n15:30 = 1:2\n\]\n面積の比は  \n\[\n1^2:2^2 = 1:4\n\]\nLサイズのピザの値段を \(y\) 円とすると  \n\[\n750:y = 1:4\n\]\n\[\ny = 3000\n\]\nよって、Lサイズのピザの値段は 3000 円  \n\n–88–,
6e2713a6efee97bacb63e52c54f0ada0,89,89,中学3年,図形と相似,相似の利用,82. 相似な立体と体積の比の利用［改訂版 STEP演習 中学数学3 STEP A 問題82］  \nある店では、直径12 cmのチーズケーキと直径18 cmのチーズケーキの2種類を販売している。  \n2種類のチーズケーキは相似な円柱とみることができる。また、チーズケーキの値段は体積に比例する。直径12 cmのチーズケーキの値段が720円であるとき、直径18 cmのチーズケーキの値段を求めなさい。\n\n解答 2430円\n\n2種類のチーズケーキの相似比は  \n$12:18 = 2:3$\n\nよって、体積の比は  \n$2^3:3^3 = 8:27$\n\n直径18 cmのチーズケーキの値段を$x$円とすると  \n$720:x = 8:27$\n\n$x = 2430$\n\nしたがって、直径18 cmのチーズケーキの値段は2430円\n\n–89–,
6e2713a6efee97bacb63e52c54f0ada0,90,90,中学3年,図形と相似,相似の利用,83. 相似な図形と面積の比の利用［改訂版 STEP演習 中学数学3 STEP A 問題83］\n\n右の図のように、中心が同じ2つの円があり、外側の円の半径は、内側の円の半径の3倍である。図のアの部分を赤色のペンキで、イの部分を黄色のペンキでそれぞれ塗るとき、黄色のペンキは赤色のペンキの何倍必要か求めなさい。\n\n解答　8倍\n\n内側の円の半径を \(r\) cm とすると、外側の円の半径は \(3r\) cm である。\n\nアの部分の面積は  \n\(\displaystyle \pi r^2\) cm²\n\nイの部分の面積は  \n\(\displaystyle \pi\times(3r)^2 - \pi r^2 = 8\pi r^2\) cm²\n\nよって、イの部分の面積はアの部分の面積の8倍であるから、黄色のペンキは赤色のペンキの8倍必要である。,
6e2713a6efee97bacb63e52c54f0ada0,91,91,中学3年,図形と相似,相似の利用,84． 円錐形の容器と水面の高さ【改訂版 STEP演習 中学数学3 STEP A 問題84】\n\n右の図のような円錐の容器に200 cm³の水を入れたところ，水面の高さは8 cmになった。水面をさらに4 cm高くするには，何 cm³の水を加えればよいか答えなさい。\n\n解答　475 cm³\n\n水面の高さが8 cmのときに水が入った部分の円錐をA，水面の高さが8＋4＝12 (cm)のときに水が入った部分の円錐をBとする。  \nこのとき，円錐AとBは相似で，その相似比は  \n\(8:12 = 2:3\)  \nしたがって，体積の比は  \n\(2^3 : 3^3 = 8 : 27\)  \n円錐Aの体積は200 cm³であるから  \n\(200 : (\mathrm{B\ の\ 体積}) = 8 : 27\)  \n\(\mathrm{B\ の\ 体積} = \frac{{27}}{{8}} \times 200 = 675\)  \n\nよって，加える水の量は  \n\(675 - 200 = 475\)  \nより 475 cm³。,
6e2713a6efee97bacb63e52c54f0ada0,92,92,中学3年,図形と相似,相似の利用,85. 円錐形の容器と水面の高さ［改訂版 STEP演習 中学数学3 STEP A 問題85］  \n高さが12 cmである右の図のような円錐の容器がある。この容器の中にコップ1杯分の水を入れると、水面の高さが4 cmになった。  \nこの容器を水でいっぱいにするには、あとコップ何杯分の水を入れればよいか答えなさい。  \n\n解答 26杯  \n容器の円錐を A、コップ1杯の水を入れたときに水が入った部分の円錐を B とする。  \nこのとき、円錐 A と B は相似で、その相似比は  \n\(12:4 = 3:1\)  \nしたがって、体積の比は  \n\(3^{3}:1^{3} = 27:1\)  \nよって、容器を水でいっぱいにするためには、\(27 - 1 = 26\) より、あと26杯分の水を入れればよい。,
6e2713a6efee97bacb63e52c54f0ada0,93,93,中学3年,図形と相似,三角形の相似条件と証明,86. 相似な三角形と線分の長さ[改訂版 STEP演習 中学数学3 例題1]  \n右の図のような△ABCにおいて，点Dは辺BC上の点で  \n∠BAD = ∠CAD = ∠ABD  \nが成り立っている．BC = 16 cm，AC = 12 cmであるとき，  \n辺ABの長さを求めなさい．  \n\n解答　\frac{{28}}{{3}} cm  \n\n△ABCと△DACにおいて  \n仮定から ∠ABC = ∠DAC　……①  \n共通な角であるから ∠BCA = ∠ACD　……②  \n①，②より，2組の角がそれぞれ等しいから △ABC ∽ △DAC  \nよって，BC : AC = AC : DC であるから  \n16 : 12 = 12 : DC  \nDC = 9  \n\n△DABにおいて，∠DAB = ∠DBA であるから DA = DB = 16 − 9 = 7  \n△ABC ∽ △DAC より，AB : DA = BC : AC であるから  \nAB : 7 = 16 : 12  \nしたがって  \nAB = \frac{{28}}{{3}} cm,
6e2713a6efee97bacb63e52c54f0ada0,94,94,中学3年,図形と相似,相似の利用,87. 折り返しと相似な図形［改訂版 STEP演習 中学数学3 例題2］  \n右の図は、長方形 ABCD を、点 B が対角線 BD 上にくるように折り返したものである。  \nAB＝2 cm、AD＝4 cm であるとき、重なった部分の三角形の面積を求めなさい。\n\n解答　1 cm^2\n\n点 B が移った点を E、折り目の線を AF とし、線分 AF と BE の交点を G とする。  \nこのとき、△ABG ≡ △AEG であるから、AF ⟂ BE である。  \n△ABD と △BFA において  \n　∠BAD = ∠FBA (= 90°) ……①  \n△ABG において、∠AGB = 90° であるから  \n　∠ABG = 90° − ∠GAB ……②  \n△ABF において、∠ABF = 90° であるから  \n　∠BFA = 90° − ∠FAB ……③  \n②、③より  \n　∠ABD = ∠BFA ……④  \n①、④より、2組の角がそれぞれ等しいから  \n　△ABD ∽ △BFA  \nよって、AB : BF = AD : BA であるから 2 : BF = 4 : 2  \nしたがって、BF = 1 より、求める面積は  \n　△ABF = \frac{{1}}{{2}} × 1 × 2 = 1 (cm^2),
6e2713a6efee97bacb63e52c54f0ada0,95,95,中学3年,図形と相似,相似な立体の表面積・体積,"88. 円錐から円錐を除いた立体の体積［改訂版 STEP演習 中学数学3 例題3］  \n\n右の図のように、円錐Pを底面に平行な平面で切り、円錐Qと、円錐Pから円錐Qを除いた立体Aに分ける。このとき、円錐PとQは相似な立体である。もとの円錐Pの体積が \(96\pi\)\,cm³ のとき、立体Aの体積 \(V\) を求めなさい。  \n\n解答　\(84\pi\)\,cm³\n\n円錐Pと円錐Qの相似比は  \n\[\n(5+5):5 \;=\; 2:1\n\]\nよって、2つの円錐PとQの体積の比は  \n\[\n2^3:1^3 \;=\; 8:1\n\]\nであるから、円錐Pと立体Aの体積の比は  \n\[\n8:(8-1) \;=\; 8:7\n\]\nしたがって、  \n\[\nV \;=\; 96\pi \times \frac{{7}}{{8}} \;=\; 84\pi\quad(\text{cm}^3)\n\]",
